GID_0,GID_1,GID_2,commodity,gas_type,year,LD_emissions,production_mt,area__ha,EF
BRA,BRA.18_1,BRA.18.208_2,SOYB,N2O,2023,315.8251561,177024.0056,57287.47107,0.0017840809500923416
BRA,BRA.18_1,BRA.18.208_2,SOYB,N2O,2024,286.0175168,189524.7888,61332.90124,0.0015091298537302472
BRA,BRA.18_1,BRA.18.218_2,SOYB,CH4,2020,143.9963843,447517.2243,139969.9027,3.2176724488143906e-4
BRA,BRA.18_1,BRA.18.218_2,SOYB,CH4,2021,305.2995669,601892.6521,188253.8847,5.072325867990108e-4
BRA,BRA.18_1,BRA.18.218_2,SOYB,CH4,2022,351.7024934,663274.5712,207452.2993,5.302517368692394e-4
BRA,BRA.18_1,BRA.18.218_2,SOYB,CH4,2023,487.8437472,768361.1339,240320.2095,6.349146588451616e-4
BRA,BRA.18_1,BRA.18.218_2,SOYB,CH4,2024,388.54976,747297.2027,233732.0466,5.19940070157043e-4
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2,2020,455596.3961,447517.2243,139969.9027,1.018053320322223
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2,2021,584912.4764,601892.6521,188253.8847,0.9717886974683008
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2,2022,559688.1406,663274.5712,207452.2993,0.8438257169838566
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2,2023,688976.4041,768361.1339,240320.2095,0.8966830487676233
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2,2024,670696.61,747297.2027,233732.0466,0.8974964814223303
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2e,2020,457531.3049,447517.2243,139969.9027,1.022376972452097
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2e,2021,587354.6609,601892.6521,188253.8847,0.9758462058819343
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2e,2022,561993.0843,663274.5712,207452.2993,0.8473008143267712
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2e,2023,691428.7427,768361.1339,240320.2095,0.8998746971889229
BRA,BRA.18_1,BRA.18.218_2,SOYB,CO2e,2024,672702.928,747297.2027,233732.0466,0.9001812472594712
BRA,BRA.18_1,BRA.18.218_2,SOYB,N2O,2020,1790.912376,447517.2243,139969.9027,0.004001884796280901
BRA,BRA.18_1,BRA.18.218_2,SOYB,N2O,2021,2136.884931,601892.6521,188253.8847,0.00355027582334561
BRA,BRA.18_1,BRA.18.218_2,SOYB,N2O,2022,1953.241212,663274.5712,207452.2993,0.0029448456141868747
BRA,BRA.18_1,BRA.18.218_2,SOYB,N2O,2023,1964.494863,768361.1339,240320.2095,0.002556733775729569
BRA,BRA.18_1,BRA.18.218_2,SOYB,N2O,2024,1617.7682,747297.2027,233732.0466,0.0021648257134577386
BRA,BRA.18_1,BRA.18.21_2,SOYB,CH4,2020,0,21297.48734,6571.837124,0
BRA,BRA.18_1,BRA.18.21_2,SOYB,CH4,2021,0,27117.96432,8367.881235,0
BRA,BRA.18_1,BRA.18.21_2,SOYB,CH4,2022,0,25461.61824,7856.77697,0
BRA,BRA.18_1,BRA.18.21_2,SOYB,CH4,2023,0,31771.77276,9803.922521,0
BRA,BRA.18_1,BRA.18.21_2,SOYB,CH4,2024,0,28873.25063,8909.515821,0
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2,2020,1.423685326,21297.48734,6571.837124,6.684757235780097e-5
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2,2021,48.62067354,27117.96432,8367.881235,0.001792932277890098
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2,2022,53.43664891,25461.61824,7856.77697,0.002098713774054292
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2,2023,68.63189002,31771.77276,9803.922521,0.00216015299298647
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2,2024,61.89426926,28873.25063,8909.515821,0.0021436543482115026
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2e,2020,1.437389448,21297.48734,6571.837124,6.749103427334166e-5
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2e,2021,48.74626397,27117.96432,8367.881235,0.001797563541082202
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2e,2022,53.55255352,25461.61824,7856.77697,0.0021032659045947585
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2e,2023,68.77984643,31771.77276,9803.922521,0.002164809843931416
BRA,BRA.18_1,BRA.18.21_2,SOYB,CO2e,2024,62.02396678,28873.25063,8909.515821,0.0021481463093578944
BRA,BRA.18_1,BRA.18.21_2,SOYB,N2O,2020,0.013704122,21297.48734,6571.837124,6.434619155406902e-7
BRA,BRA.18_1,BRA.18.21_2,SOYB,N2O,2021,0.125590424,27117.96432,8367.881235,4.631262970848249e-6
BRA,BRA.18_1,BRA.18.21_2,SOYB,N2O,2022,0.115904604,25461.61824,7856.77697,4.552130304817578e-6
BRA,BRA.18_1,BRA.18.21_2,SOYB,N2O,2023,0.147956415,31771.77276,9803.922521,4.656851102317906e-6
BRA,BRA.18_1,BRA.18.21_2,SOYB,N2O,2024,0.129697523,28873.25063,8909.515821,4.491961250294457e-6
BRA,BRA.18_1,BRA.18.27_2,SOYB,CH4,2020,0,836.4042537,274.0967503,0
BRA,BRA.18_1,BRA.18.27_2,SOYB,CH4,2021,0.133451351,1660.926042,544.2995163,8.034755770299373e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,CH4,2022,0.063747793,1514.543822,496.3288241,4.209042490155164e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,CH4,2023,0.112797127,1875.038024,614.4658242,6.015724777643229e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,CH4,2024,0.4057742,2302.999393,754.7123856,1.7619379372541588e-4
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2,2020,6.893397382,836.4042537,274.0967503,0.008241705313555843
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2,2021,94.03310346,1660.926042,544.2995163,0.05661486488993229
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2,2022,61.49078241,1514.543822,496.3288241,0.04060020021659037
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2,2023,297.2919534,1875.038024,614.4658242,0.15855249312000086
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2,2024,596.5579224,2302.999393,754.7123856,0.2590352060939514
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2e,2020,6.905944229,836.4042537,274.0967503,0.008256706249938576
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2e,2021,94.25289982,1660.926042,544.2995163,0.056747198512527144
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2e,2022,61.63469608,1514.543822,496.3288241,0.04069522134962695
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2e,2023,297.5509529,1875.038024,614.4658242,0.15869062338545942
BRA,BRA.18_1,BRA.18.27_2,SOYB,CO2e,2024,597.2161403,2302.999393,754.7123856,0.25932101507071476
BRA,BRA.18_1,BRA.18.27_2,SOYB,N2O,2020,0.012546847,836.4042537,274.0967503,1.5000936382731836e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,N2O,2021,0.086345014,1660.926042,544.2995163,5.198606790223354e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,N2O,2022,0.080165875,1514.543822,496.3288241,5.293070681450377e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,N2O,2023,0.146202351,1875.038024,614.4658242,7.797300594902496e-5
BRA,BRA.18_1,BRA.18.27_2,SOYB,N2O,2024,0.252443702,2302.999393,754.7123856,1.096151839063902e-4
BRA,BRA.18_1,BRA.18.2_2,SOYB,CH4,2020,52.89462224,2075.065374,691.688458,0.025490581117469893
BRA,BRA.18_1,BRA.18.2_2,SOYB,CH4,2021,83.22784753,2157.569805,719.1899351,0.03857481103838492
BRA,BRA.18_1,BRA.18.2_2,SOYB,CH4,2022,93.76852598,2610.021998,870.0073327,0.03592633550669407
BRA,BRA.18_1,BRA.18.2_2,SOYB,CH4,2023,75.44990674,2262.062003,754.0206678,0.03335448216712741
BRA,BRA.18_1,BRA.18.2_2,SOYB,CH4,2024,56.48641612,1939.833101,646.6110335,0.029119214478235674
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2,2020,6379.81884,2075.065374,691.688458,3.0745146249064637
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2,2021,5338.789116,2157.569805,719.1899351,2.474445602468004
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2,2022,6311.761344,2610.021998,870.0073327,2.418278983409549
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2,2023,5100.800297,2262.062003,754.0206678,2.254933901119951
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2,2024,3707.010478,1939.833101,646.6110335,1.9109945469478822
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2e,2020,6464.932016,2075.065374,691.688458,3.115531730712596
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2e,2021,5461.045567,2157.569805,719.1899351,2.5311095633357734
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2e,2022,6450.436981,2610.021998,870.0073327,2.4714109635638404
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2e,2023,5211.933821,2262.062003,754.0206678,2.3040632016663602
BRA,BRA.18_1,BRA.18.2_2,SOYB,CO2e,2024,3790.094129,1939.833101,646.6110335,1.953824855883826
BRA,BRA.18_1,BRA.18.2_2,SOYB,N2O,2020,32.21855413,2075.065374,691.688458,0.015526524866970289
BRA,BRA.18_1,BRA.18.2_2,SOYB,N2O,2021,39.02860399,2157.569805,719.1899351,0.018089150070395982
BRA,BRA.18_1,BRA.18.2_2,SOYB,N2O,2022,44.907111,2610.021998,870.0073327,0.017205644639934563
BRA,BRA.18_1,BRA.18.2_2,SOYB,N2O,2023,35.68361658,2262.062003,754.0206678,0.01577481807867138
BRA,BRA.18_1,BRA.18.2_2,SOYB,N2O,2024,26.59723529,1939.833101,646.6110335,0.013711094669066585
BRA,BRA.18_1,BRA.18.31_2,SOYB,CH4,2020,125.0079988,223187.0434,67728.29718,5.601041928583565e-4
BRA,BRA.18_1,BRA.18.31_2,SOYB,CH4,2021,206.1942145,280142.8996,85012.1103,7.360322706533448e-4
BRA,BRA.18_1,BRA.18.31_2,SOYB,CH4,2022,287.6760553,316539.753,96057.09244,9.088149357973372e-4
BRA,BRA.18_1,BRA.18.31_2,SOYB,CH4,2023,296.2731113,360061.0126,109264.0455,8.228414100171866e-4
BRA,BRA.18_1,BRA.18.31_2,SOYB,CH4,2024,262.3224467,335045.1156,101672.7262,7.82946637590081e-4
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2,2020,179394.6043,223187.0434,67728.29718,0.8037859257738615
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2,2021,253245.2432,280142.8996,85012.1103,0.90398594275134
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2,2022,306269.7172,316539.753,96057.09244,0.9675553048150638
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2,2023,315647.72,360061.0126,109264.0455,0.8766506479574344
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2,2024,249289.2649,335045.1156,101672.7262,0.7440468560586889
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2e,2020,180092.3101,223187.0434,67728.29718,0.8069120292849401
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2e,2021,254118.0077,280142.8996,85012.1103,0.9071013688472581
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2e,2022,307229.0124,316539.753,96057.09244,0.9705858726692062
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2e,2023,316611.7374,360061.0126,109264.0455,0.8793280203089668
BRA,BRA.18_1,BRA.18.31_2,SOYB,CO2e,2024,250069.169,335045.1156,101672.7262,0.7463746145117657
BRA,BRA.18_1,BRA.18.31_2,SOYB,N2O,2020,572.6978775,223187.0434,67728.29718,0.002565999660086003
BRA,BRA.18_1,BRA.18.31_2,SOYB,N2O,2021,666.570315,280142.8996,85012.1103,0.002379393930568141
BRA,BRA.18_1,BRA.18.31_2,SOYB,N2O,2022,671.6192058,316539.753,96057.09244,0.0021217531113698696
BRA,BRA.18_1,BRA.18.31_2,SOYB,N2O,2023,667.7442623,360061.0126,109264.0455,0.0018545308681943086
BRA,BRA.18_1,BRA.18.31_2,SOYB,N2O,2024,517.5815913,335045.1156,101672.7262,0.0015448116304370323
BRA,BRA.18_1,BRA.18.3_2,SOYB,CH4,2020,4.255892979,380.0050148,125.8153528,0.011199570566825056
BRA,BRA.18_1,BRA.18.3_2,SOYB,CH4,2021,2.142775066,27.97047524,9.260707291,0.07660846115820233
BRA,BRA.18_1,BRA.18.3_2,SOYB,CH4,2022,0,36.98289698,12.24461797,0
BRA,BRA.18_1,BRA.18.3_2,SOYB,CH4,2023,0,8.552235861,2.831548349,0
BRA,BRA.18_1,BRA.18.3_2,SOYB,CH4,2024,0,122.7363873,40.63662655,0
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2,2020,1150.146503,380.0050148,125.8153528,3.026661381311855
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2,2021,293.1617209,27.97047524,9.260707291,10.481113330557768
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2,2022,79.52556155,36.98289698,12.24461797,2.1503334796353752
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2,2023,128.2896658,8.552235861,2.831548349,15.00071652432178
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2,2024,365.4512825,122.7363873,40.63662655,2.977530058846697
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2e,2020,1158.608828,380.0050148,125.8153528,3.0489303637473992
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2e,2021,296.1554752,27.97047524,9.260707291,10.58814598818379
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2e,2022,79.61017979,36.98289698,12.24461797,2.1526215167257567
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2e,2023,128.3353034,8.552235861,2.831548349,15.006052859841724
BRA,BRA.18_1,BRA.18.3_2,SOYB,CO2e,2024,365.7420287,122.7363873,40.63662655,2.979898926029412
BRA,BRA.18_1,BRA.18.3_2,SOYB,N2O,2020,4.206432736,380.0050148,125.8153528,0.011069413750273486
BRA,BRA.18_1,BRA.18.3_2,SOYB,N2O,2021,0.850979258,27.97047524,9.260707291,0.03042419732586567
BRA,BRA.18_1,BRA.18.3_2,SOYB,N2O,2022,0.084618242,36.98289698,12.24461797,0.002288037144460607
BRA,BRA.18_1,BRA.18.3_2,SOYB,N2O,2023,0.045637568,8.552235861,2.831548349,0.005336331778233215
BRA,BRA.18_1,BRA.18.3_2,SOYB,N2O,2024,0.29074615,122.7363873,40.63662655,0.002368866775338107
BRA,BRA.18_1,BRA.18.65_2,SOYB,CH4,2020,81.66062849,42734.02389,10925.21172,0.001910904264484886
BRA,BRA.18_1,BRA.18.65_2,SOYB,CH4,2021,105.9535976,56163.14721,14358.44833,0.0018865324125058053
BRA,BRA.18_1,BRA.18.65_2,SOYB,CH4,2022,148.4362537,65147.0599,16655.23996,0.002278479703118575
BRA,BRA.18_1,BRA.18.65_2,SOYB,CH4,2023,181.8920397,64653.02084,16528.93588,0.002813357169344603
BRA,BRA.18_1,BRA.18.65_2,SOYB,CH4,2024,113.6835725,63130.30721,16139.64493,0.0018007764816007775
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2,2020,94878.30695,42734.02389,10925.21172,2.2202053144871776
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2,2021,108678.2913,56163.14721,14358.44833,1.9350463194955985
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2,2022,122905.1922,65147.0599,16655.23996,1.8865807971788455
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2,2023,105989.7784,64653.02084,16528.93588,1.6393631267794602
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2,2024,95213.60414,63130.30721,16139.64493,1.5082075210449462
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2e,2020,95405.05127,42734.02389,10925.21172,2.2325314254416684
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2e,2021,109280.788,56163.14721,14358.44833,1.9457739359118795
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2e,2022,123552.1993,65147.0599,16655.23996,1.8965122829741083
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2e,2023,106610.7395,64653.02084,16528.93588,1.6489676447421509
BRA,BRA.18_1,BRA.18.65_2,SOYB,CO2e,2024,95713.1849,63130.30721,16139.64493,1.5161210063751882
BRA,BRA.18_1,BRA.18.65_2,SOYB,N2O,2020,445.0836922,42734.02389,10925.21172,0.010415206706152286
BRA,BRA.18_1,BRA.18.65_2,SOYB,N2O,2021,496.543085,56163.14721,14358.44833,0.008841083693963452
BRA,BRA.18_1,BRA.18.65_2,SOYB,N2O,2022,498.5708632,65147.0599,16655.23996,0.007653006351557547
BRA,BRA.18_1,BRA.18.65_2,SOYB,N2O,2023,439.0690977,64653.02084,16528.93588,0.00679116137181874
BRA,BRA.18_1,BRA.18.65_2,SOYB,N2O,2024,385.8971873,63130.30721,16139.64493,0.00611270884547308
BRA,BRA.18_1,BRA.18.66_2,SOYB,CH4,2020,25.00296919,5848.394873,1533.969007,0.004275184855494282
BRA,BRA.18_1,BRA.18.66_2,SOYB,CH4,2021,454.7492006,11981.07911,3142.503956,0.03795561288135088
BRA,BRA.18_1,BRA.18.66_2,SOYB,CH4,2022,458.1234429,12786.57177,3353.775733,0.03582848093613758
BRA,BRA.18_1,BRA.18.66_2,SOYB,CH4,2023,455.9711922,13092.22888,3433.946196,0.03482762151344241
BRA,BRA.18_1,BRA.18.66_2,SOYB,CH4,2024,628.4691668,14951.73643,3921.674371,0.04203318923807434
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2,2020,16150.30863,5848.394873,1533.969007,2.761494218620624
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2,2021,40611.27756,11981.07911,3142.503956,3.3896176786032424
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2,2022,42162.03312,12786.57177,3353.775733,3.2973680419110494
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2,2023,39609.50822,13092.22888,3433.946196,3.025421307788808
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2,2024,43687.11476,14951.73643,3921.674371,2.9218756606987615
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2e,2020,16231.94574,5848.394873,1533.969007,2.775453110209304
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2e,2021,41292.18172,11981.07911,3142.503956,3.4464493006757215
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2e,2022,42842.52837,12786.57177,3353.775733,3.3505875648794015
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2e,2023,40284.33443,13092.22888,3433.946196,3.076965335638098
BRA,BRA.18_1,BRA.18.66_2,SOYB,CO2e,2024,44586.53676,14951.73643,3921.674371,2.98203068043248
BRA,BRA.18_1,BRA.18.66_2,SOYB,N2O,2020,56.63414094,5848.394873,1533.969007,0.009683706755414221
BRA,BRA.18_1,BRA.18.66_2,SOYB,N2O,2021,226.1549577,11981.07911,3142.503956,0.018876009049238304
BRA,BRA.18_1,BRA.18.66_2,SOYB,N2O,2022,222.3718074,12786.57177,3353.775733,0.01739104205567682
BRA,BRA.18_1,BRA.18.66_2,SOYB,N2O,2023,218.8550096,13092.22888,3433.946196,0.016716405709521934
BRA,BRA.18_1,BRA.18.66_2,SOYB,N2O,2024,270.952835,14951.73643,3921.674371,0.018121830616030996
BRA,BRA.18_1,BRA.18.67_2,SOYB,CH4,2022,0,2.934415876,0.912599628,0
BRA,BRA.18_1,BRA.18.67_2,SOYB,CO2,2022,19.47670638,2.934415876,0.912599628,6.637336765826576
BRA,BRA.18_1,BRA.18.67_2,SOYB,CO2e,2022,19.47961918,2.934415876,0.912599628,6.638329399496474
BRA,BRA.18_1,BRA.18.67_2,SOYB,N2O,2022,0.002912798,2.934415876,0.912599628,9.92632988331065e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CH4,2020,62.70048951,82889.19857,25223.95085,7.564373958453632e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CH4,2021,85.07640032,145625.5164,44315.19344,5.842135528386014e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CH4,2022,97.96979107,168503.8427,51277.28002,5.814098331539118e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CH4,2023,98.90055467,183125.8657,55726.89707,5.400687351945171e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CH4,2024,76.79316812,169711.0888,51644.6562,4.5249352097728106e-4
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2,2020,42759.49403,82889.19857,25223.95085,0.5158632821608182
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2,2021,71412.41254,145625.5164,44315.19344,0.4903839265630237
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2,2022,102258.3972,168503.8427,51277.28002,0.6068609211604644
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2,2023,91938.6433,183125.8657,55726.89707,0.5020516514614899
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2,2024,81462.50783,169711.0888,51644.6562,0.4800069836685887
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2e,2020,42979.45438,82889.19857,25223.95085,0.5185169493912264
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2e,2021,71698.78925,145625.5164,44315.19344,0.4923504549371679
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2e,2022,102574.1336,168503.8427,51277.28002,0.6087346849568315
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2e,2023,92237.02682,183125.8657,55726.89707,0.5036810418201889
BRA,BRA.18_1,BRA.18.69_2,SOYB,CO2e,2024,81698.58795,169711.0888,51644.6562,0.4813980543503531
BRA,BRA.18_1,BRA.18.69_2,SOYB,N2O,2020,157.2598515,82889.19857,25223.95085,0.0018972297261047098
BRA,BRA.18_1,BRA.18.69_2,SOYB,N2O,2021,201.300304,145625.5164,44315.19344,0.0013823147823014347
BRA,BRA.18_1,BRA.18.69_2,SOYB,N2O,2022,217.7665914,168503.8427,51277.28002,0.0012923538591799722
BRA,BRA.18_1,BRA.18.69_2,SOYB,N2O,2023,199.4829624,183125.8657,55726.89707,0.0010893216075046246
BRA,BRA.18_1,BRA.18.69_2,SOYB,N2O,2024,159.2869585,169711.0888,51644.6562,9.385771997946194e-4
BRA,BRA.18_1,BRA.18.71_2,SOYB,CH4,2020,0.168708505,187.5411401,50.68679463,8.995813127191286e-4
BRA,BRA.18_1,BRA.18.71_2,SOYB,CH4,2023,1.188817751,84.70687369,22.89374965,0.014034489755231576
BRA,BRA.18_1,BRA.18.71_2,SOYB,CH4,2024,0.587974198,81.87390029,22.12808116,0.007181460708691981
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2,2020,173.6738549,187.5411401,50.68679463,0.9260573696384391
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2,2023,995.6310032,84.70687369,22.89374965,11.753839562580131
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2,2024,650.2277759,81.87390029,22.12808116,7.9418199645659024
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2e,2020,174.1005687,187.5411401,50.68679463,0.9283326773377123
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2e,2023,997.4201709,84.70687369,22.89374965,11.774961434065412
BRA,BRA.18_1,BRA.18.71_2,SOYB,CO2e,2024,651.1976995,81.87390029,22.12808116,7.953666518798259
BRA,BRA.18_1,BRA.18.71_2,SOYB,N2O,2020,0.258005262,187.5411401,50.68679463,0.0013757262105926593
BRA,BRA.18_1,BRA.18.71_2,SOYB,N2O,2023,0.600349909,84.70687369,22.89374965,0.007087381257831427
BRA,BRA.18_1,BRA.18.71_2,SOYB,N2O,2024,0.38194945,81.87390029,22.12808116,0.0046650941099315255
BRA,BRA.18_1,BRA.18.8_2,SOYB,CH4,2020,0.495475119,10419.07536,2168.404614,4.755461515348901e-5
BRA,BRA.18_1,BRA.18.8_2,SOYB,CH4,2021,7.233554464,21040.0129,4378.820527,3.4379990632039964e-4
BRA,BRA.18_1,BRA.18.8_2,SOYB,CH4,2022,13.65983546,26458.901,5506.592575,5.162661691806474e-4
BRA,BRA.18_1,BRA.18.8_2,SOYB,CH4,2023,48.5042648,32460.65379,6755.669676,0.001494247932090095
BRA,BRA.18_1,BRA.18.8_2,SOYB,CH4,2024,60.52573681,23969.58198,4988.51869,0.0025251060640315765
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2,2020,714.6439568,10419.07536,2168.404614,0.06858995948369837
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2,2021,10132.93599,21040.0129,4378.820527,0.4816031262984634
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2,2022,15000.63582,26458.901,5506.592575,0.5669410010642543
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2,2023,23052.10414,32460.65379,6755.669676,0.7101552633268758
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2,2024,14678.82164,23969.58198,4988.51869,0.6123937268596455
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2e,2020,716.582604,10419.07536,2168.404614,0.06877602658975296
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2e,2021,10152.68522,21040.0129,4378.820527,0.4825417773389292
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2e,2022,15033.0201,26458.901,5506.592575,0.5681649475917385
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2e,2023,23136.74402,32460.65379,6755.669676,0.712762724056027
BRA,BRA.18_1,BRA.18.8_2,SOYB,CO2e,2024,14771.52486,23969.58198,4988.51869,0.6162612628090564
BRA,BRA.18_1,BRA.18.8_2,SOYB,N2O,2020,1.44317202,10419.07536,2168.404614,1.3851248504646575e-4
BRA,BRA.18_1,BRA.18.8_2,SOYB,N2O,2021,12.51568363,21040.0129,4378.820527,5.948515188410364e-4
BRA,BRA.18_1,BRA.18.8_2,SOYB,N2O,2022,18.72444825,26458.901,5506.592575,7.076804985210836e-4
BRA,BRA.18_1,BRA.18.8_2,SOYB,N2O,2023,36.13561845,32460.65379,6755.669676,0.001113212897182377
BRA,BRA.18_1,BRA.18.8_2,SOYB,N2O,2024,32.17748686,23969.58198,4988.51869,0.0013424300384899746
BRA,BRA.18_1,BRA.18.90_2,SOYB,CH4,2020,164.0480745,138818.5048,38430.70791,0.001181745003926883
BRA,BRA.18_1,BRA.18.90_2,SOYB,CH4,2021,260.4996731,162146.1175,44888.75665,0.0016065736085231891
BRA,BRA.18_1,BRA.18.90_2,SOYB,CH4,2022,284.091392,183578.5259,50822.13439,0.0015475197363484221
BRA,BRA.18_1,BRA.18.90_2,SOYB,CH4,2023,247.4254111,194418.2816,53823.02744,0.001272644779409469
BRA,BRA.18_1,BRA.18.90_2,SOYB,CH4,2024,243.9122018,202184.8433,55973.13318,0.0012063822283556898
BRA,BRA.18_1,BRA.18.90_2,SOYB,CO2,2020,211858.54810000001,138818.5048,38430.70791,1.5261549489041897
BRA,BRA.18_1,BRA.18.90_2,SOYB,CO2,2021,239718.673,162146.1175,44888.75665,1.478411427273305
BRA,BRA.18_1,BRA.18.90_2,SOYB,CO2,2022,269183.0886,183578.5259,50822.13439,1.4663103284020869
BRA,BRA.18_1,BRA.18.90_2,SOYB,CO2,2023,261322.4868,194418.2816,53823.02744,1.3441250722380629
BRA,BRA.18_1,BRA.18.90_2,SOYB,CO2,2024,265777.6929,202184.8433,55973.13318,1.3145282730498327
